D652,47,"47.   Wu, J.C, Zheng, H.L., Shi, F.G., Yang, Z.P.. Effect of Water-retaining Agent on Wheat Production and Water Utilization under Different Moisture Conditions in Dryland. Acta agriculture boreal-sinica 22(5):40-42 (2007). (in Chinese with English abstract).",
D652,48,"48.   Zhang, Y.F., Li, Y., Gao, X.H., Zhang, Y.P., Sun, M., Luo, J.F. Effects of different field management measures on water holding capacity of brown soil. Shandong agricultural sciences 49(10) 64-69 (2017). (in Chinese with English abstract).",
D652,49,"49.   Wang, Q., Zhang, E.H., Li, F.M., Wang, T.T., Yu, X.J. Effects of different water-iding agents on spring wheat plant, tree transplant and tree seeding raising. Bulletin of soil and water conservation 27(06) 61-66 (2007). (in Chinese with English abstract).",
D652,50,"50.   Ding, L., Li, Y.H., Meng, D.D., Wang, Y.B., Luo, T.F. The research on hold seeding technology covered with full film when absolved water storing irrigation and use water holding agent of spring wheat. Journal of Irrigation and Drainage 31(01) 102-105 (2012). (in Chinese with English abstract).",
D652,51,"51.   Wu, J.C., Guan, X.J., Yang, Y.H. Effects of ground cover and water-retaining agent on winter wheat growth and precipitation utilization. Chinese journal of applied ecology 22(1) 86 -92 (2011). (in Chinese with English abstract).",
D652,52,"52.   Zhu, G.Q., Shi, X.G., Li, Q.Z. Research on Drought-Resisting Technology of Evaporation-Inhibiting and Rain Water Harvesting for Spring Wheat in Dingxi Semiarid Region. Chinese Journal of Agrometeorology (02):18-22(2022). (in Chinese with English abstract).",
D652,53,"53.   Yang, Y.H., Wu, P.T., Wu, J.C., Zhao, S.W., Huang, Z.B., He, F. Responses of winter wheat photosynthetic characteristics and chlorophyll content to water-Retaining agent and N fertilizer. Chinese journal of applied ecology 22(1): 79- 85 (2011). (in Chinese with English abstract).",
D652,54,"54.   Jia, S.L., Xie, R.F., Jing, X.H., Yang, Y.C. Preliminary report on Application of multifunctional super absorbent and water retaining agent to winter wheat. Gansu Agricultural Science (09):24-25 (2001). (in Chinese with English abstract).",
D652,55,"55.   Liu, B., Du Z.D., Huang, J., Wu, W.H. Experimental Study on Combined Use of FA Handilong and Water-holding Agent to Winter Wheat. Water Saving Irrigation (05):14-16 (2011). (in Chinese with English abstract).",
D652,56,"56.   Dong, X.X., Han, G.J., Wang, X.J., Liu, Z.H., Zheng, D.F. Effect of multifunctional water retaining agent on growth and yield of Winter Wheat. Shandong Agricultural Science (06):61-62 (2008). (in Chinese with English abstract).",
D652,57,"57.   Pang, Z., Wang, Q.L. Effect of desulfurization gypsum and water retaining agent PAM on physicochemical properties and crop growth of saline alkali soil. Land development and engineering research 3(10) 35-40 (2018). (in Chinese with English abstract).",
D652,58,"58.   Yu, G. Effects of composite water retaining materials on growth and water fertilizer use of wheat on dry land. Shanxi agricultural university 2016, Dissertation for the Master Degree. (in Chinese with English abstract).",
D652,59,"59.   Luo, T.F., Zhang, X.M., Ding, L., Jiang, Y.P., He, L.J. Research on Chemical Water-saving Techniques for Spring Wheat in Oases in Arid Areas. China Rural Water and Hydropower (09):97-99 (2018). (in Chinese with English abstract).",
D652,60,"60.   Wei, Q.F., Zhang, Y.L., Cao, X.H., Zang, Y. S. Effect of comprehensive water conservation technology on drought resistance and yield increase in Dryland Agriculture. Chinese Journal of soil science 26(3):108-110(1995). (in Chinese with English abstract)",
D652,61,"61.   Bai, M., Hou, L.T., Ning, T.Y., Zhang, X., Jiang X.D., Zhao, J.B., Li, Z.J. Effect of chemical agents on water relation of winter wheat under different irrigational conditions. Journal of soil and water conservation (02) 137-141 (2007). (in Chinese with English abstract).",
D652,62,"62.   Zhang, R. Effects of drought resistance of super absorbent, PAM and FA handilong Polymers on soil moisture and temperature and spring wheat growth in Hetao irrigation area. Northwest A&F University 2013, Dissertation for the Master Degree.",
D652,63,"63.   Yang X.Y., Wang, W.D., Wang, Z.H. Effect of Water-saving Agent Dressing Seeds on Soil Moisture and Winter Wheat Yield. Gansu Agricultural Science and technology (04):19-20 (2005). (in Chinese with English abstract).",
D652,64,"64.   Sui, H., Gao, B.Y., Dong, J.H., Li, X.G., Liu, Q., Zheng, S.Q., Xing, P.Z. Persistence of Drought- resistant and Water-retaining Agent Against the Growth of Wheat and Poplar. Tianjin Agricultural Sciences 14(3): 37- 39(2008). (in Chinese with English abstract).",
D652,65,"65.   Sui, H., Dong, J.H., Li, X.G., Liu, Q., Sun, X.H., Zheng, S.Q., Xing, P.Z. Effects of Drought-control and Water-retention Agent on Wheat Growth. Journal of Tianjin Agricultural University 02-0011-03 (2008). (in Chinese with English abstract).",
D652,66,"66.   Li, B.Q., Guo, X. Y., He, C. L., Yin, X., Application of the Solution with the Resistance to Drought and Holding Moisture in Wheat Seed-coating. Journal of Anhui Agricultural Sciences 32(6):1131- 1132(2004). (in Chinese with English abstract).",
D652,67,"67.   Wang, Y.M., Li, Y.E., Li, M.S., Liu, X.T., Feng, N.K. Experimental study and application of drought resistance agent 1 on Dryland Wheat. Chinese Journal of Agrometeorology (04):51-54(2004). (in Chinese with English abstract).",
D652,68,"68.   Ge, C.B., Qin, S.Y., Shen, X.L., Cao, Y.Y., Guo, C.Q., Huang, Q.M., Liao, P.A. Effects of combined application of NPK fertilizers on population dynamics and yield of Zhengmai 366 in lime concretion black soil. Guizhou Agricultural sciences 41(1):41- 44(2013). (in Chinese with English abstract).",
D652,69,"69.   Wu, L.L. Effect of applying water retaining agent on Yield and water use of Winter Wheat. Henan agricultural (23) 46 (2010). (in Chinese with English abstract).",
D652,70,"70.   Sun, J., Xu, Y.C., Shen, Q.R., Wang, Y.B. Effects of rice straw mulch and water-retaining agent on soil properties and crop yield. Chinese journal of applied ecology 12(5) 731-734 (2001) (in Chinese with English abstract).",
D652,71,"71.   Sun, J.S., Zhang, J.Y., Duan, A.W., Liu, Z.G., Xiao, J.F., Yu, X.G. Effect of Zhongrui water retaining agent on growth and yield of winter wheat. China Rural Water and Hydropower (06):8-11(2011) (in Chinese with English abstract).",
D652,72,"72.   Wei, Q.F., Zhang, Y.L., Zang, Y. S. The Effects of Comprehensive Water Conservation Technique on Grain crop Yield in soil-Plant System. Agricultural Research in the Arid Areas (01):24-27 (1993)(in Chinese with English abstract).",
D652,73,"73.   Zhou, Y. Effects of soil conditioners on soil structure of sandy soil and silty Loam. Henan University 2011, Dissertation for the Master Degree. (In Chinese with English abstract).",
D652,74,"74.   Wang, Y.H., Zhang, Y.Z., Wang, Y.F., Wang, Y. Effects of atapulgite water retaining agent on photosynthesis and senescence of flag leaves in wheat. Chinese journal of Soil and Fertilizer (04):202-207(2020) (in Chinese with English abstract).",
D652,75,"75.   Ni H.F., Zhu, Y.D., Liu, S.T., Li, K.L., Lu, Z.Y., Zhao L. Effects of Water Retention Agent and Organic Acid Soil Conditioner on Saline-Alkali Soil Improvement and Wheat Yield. Shandong Agricultural Sciences, 52 (4):121-125(2020) (in Chinese with English abstract).",
D652,76,"76.   Pei, X.X., Dang, J.Y., Zhang, D.Y., Zhang, J., Wang, J.A., Chang, M.F. Effects of different tillage in fallow period combined with super absorbent polymers on the grain yield and precipitant use efficiency of dry land wheat. Journal of nuclear agricultural sciences 35(5) 1243-1251 (2021) (in Chinese with English abstract).",
D652,77,"77.   Li, M.Y. Effect of different moisture protection measures on winter sowing wheat growth and yield. Inner Mongolia agricultural university 2020, Dissertation for the master degree (in Chinese with English abstract).",
D652,78,"78.   Zhang, Y. Effects of the water-retaining agent on growing development and evapotranspiration of spring corn and soybean. Northeast agricultural university 2013, Dissertation for the master degree (in Chinese with English abstract).",
D652,79,"79.   Tian, L., Liu, J.H., Guo, X.X., Li, L.J., Liu, X., Bao, H.J. Water Retaining, Conserving and yield increasing effects of water saving materials in dry farmland of Inner Mongolia loess plateau. Water saving irrigation (02) 21-25+28 (2013) (in Chinese with English abstract).",
D652,80,"80.   Du, S.N., Zhao, S.W., Bai, G.S. Effects of Wote super absorbent and PAM on soil moisture and maize growth. Journal of Zhejiang University 34(1):81-88 (2008) (in Chinese with English abstract).",
D652,81,"81.   Zhao, Z.X., Zhao, M., Zhang, F.S., Mao, D.R. Tillage and cultivation Effect of water retention agent on the growth and yield of transplanted corn when seedling (02) 13-14 (2002).",
D652,82,"82.   Yang, Y.H., Wu, J.C., Wang, H.Q., Guo, Q., He, F., Pan, X.Y. Effects of different measures of tillage and soil moisture conservation on anniversary water use efficiencies of wheat and corn. Journal of irrigation and drainage 33(Z1) 63-66 (2014) (in Chinese with English abstract).",
D652,83,"83.   Zhao, X., Huang, R.D., Li, C.H., Tang, B.J., Chang, W.F. Effects of agronomic measures and water -retaining agent on soil evaporation and water use efficiency of summer maize. Agricultural research in the arid areas 31(01) 101-106 (2013) (in Chinese with English abstract).",
D652,84,"84.   Du, X., Yang, P.L., Ren, S.M., Liao, R.K., Wang, C.Y. Application of chemical regulating technology on rain-fed spring maize cultivation in Beijing. Journal of China agricultural university 21(3) 16-24 (2016) (in Chinese with English abstract).",
D652,85,"85.   Guo, L.W. Coupled effects of urea fertilization techniques and water retention agent on carbon and nitrogen metabolism and water use of maize. Shandong agricultural university 2014. Dissertation for the master degree (in Chinese with English abstract).",
D652,86,"86.   Bai, G.S., Zou, C.Y., Du, S.N., Ren, Z.H. Effects of polyacrylamide on water use efficiency and output value of different crops in arid and semi-arid regions. Transactions of the Chinese Society of Agricultural Engineering 31(23) 101-110 (2015) (in Chinese with English abstract).",
D652,87,"87.   Du, S.N., Bai, G.S., Zhao, S.W., Wu, R.J. Effects of Wote super absorbent and PAM with different application methods on soil moisture and maize growth. Transactions of the Chinese Society of Agricultural Engineering 24(11) 30-35 (2008) (in Chinese with English abstract).",
D652,88,"88.   Wu, Y.S., Wang, T.Y., Wang, C.Y., Li, Q., Huang, Z.Y., Liu, S.X. Effect of water retaining agent on growth and development of maize in semi-arid area. Acta agriculturae boreali-sinica 34(S1) 64-68 (2019) (in Chinese with English abstract).",
D652,89,"89.   Fang, F., Huang, Z.B. Effect of improved ridge-furrow planting measures on water use efficiency of maize in loess hilly region. Agricultural research in the arid areas 24(05) 20-24 (2006). (in Chinese with English abstract).",
D652,90,"90.   Li, H.Y., Zhang, R., Wang, F.X. Effects of water-retaining agent on soil water moverment and water use efficiency of maize sowed with absolved water-storing irrigation. Transactions of the CSAE 27(3) 37-42 (2011). (in Chinese with English abstract).",
D652,91,"91.   Zhang, R., Yu. J., Geng, G.J., Li, J.J., Bai, G.S. Effects of PAM with different application methods on soil moisture, soil temperature and growth of Zea mays. Science of soil and water conservation 11(03) 96-103 (2013). (in Chinese with English abstract).",
D652,92,"92.   Ma, Z.R., Hei, X.M., Ma, N., Yang, T.D. Effect of ZBz absorbent polymer on dryland maize yield components and water use efficiency. Ningxia journal of Agriculture and Forestry science and technology 54(12) 63-65 (2013). (in Chinese with English abstract).",
D652,93,"93.   Zou, C.Y., Bai, G.S., Yu, J., Song, R.Q. Effects of super absorbent polymer on water use efficiency and output value of different crops in different regions. Journal of China agricultural university 20(5) 66-73 (2015). (in Chinese with English abstract).",
D652,94,"94.   Ji, X.L., Zhang, X., Liu, C.Y. Research on corn agronomic water conservation technology in wind beach well irrigation area in the north of Yulin. Shaanxi journal of agricultural sciences 59(1)27-31 (2013). (in Chinese with English abstract).",
D652,95,"95.   Cheng, B.W., Mai, Z.Z., Wang, Y., Luo, S.W. The cultivation method and fertilization study on the yield and water utilization efficiency of corn in drylands. Shaanxi journal of agricultural sciences (06)3-4 (2005) (in Chinese with English abstract).",
D652,96,"96.   Zhang, X.M. Experimental study on sowing with water of absolved water-storing irrigation technology on maize in inland irrigation district of Hexi. Gansu agricultural university 2009, Dissertation for the master degree. (in Chinese with English abstract).",
D652,97,"97.   Zhang, H.L., Liu, X.J., Wang, L., Lu, Y. Study on technology of efficient utilization of rainfall resources in supplementary irrigated area of pumping from yellow river in Ningxia. Journal of water resources and water engineering 24(04)119-122 (2013). (in Chinese with English abstract).",
D652,98,"98.   Kuang, E.J., Su, Q.R., Chi, F.Q., Zhang, J.M., Gao, Z.C., Niu, B.G. Effect of mulching materials on maize growth and water use efficiency. Soils and crops 6(02)96-103 (2017). (in Chinese with English abstract).",
D652,99,"99.   Li, W.S., Ma, Q. Preliminary study on the experiment of soil water retaining agent in Western Heilongjiang Province. Journal of Hulunbeier College 15(05)66-68 (2007). (in Chinese with English abstract).",
D652,100,"100.            Wei, Y., Shi, W.G., Pin, F.L., Ri, Q.S., Ji, A.Y. Foliar antitranspirant and soil superabsorbent hydrogel affect photosynthetic gas exchange and water use efficiency of maize grown under low rainfall conditions. Journal of the Science of Food and Agriculture 99(1) (2019). (in Chinese with English abstract).",
D652,101,"101.            Du, T.S., Kang, S.Z., Shi, P.Z., Zhang, F.C., Wei, H. Effects of “Kehan 98” super absorbent polymer in spring wheat corn intercropping system. Irrigation and drainage 20(04)21-25 (2001). (in Chinese with English abstract).",
D652,102,"102.             Xiong, J., Wang, Z.B., Zhang, Z.X., Wu, L.Y. Effects of soil moisture conservation measures and regulated deficit irrigation on growth, physiology, yield and water use efficiency of spring maize in cold regions. Journal of irrigation and drainage 37(02)6-15 (2018). (in Chinese with English abstract).",
D652,103,"103.            Zhang, L.H., Bian, S.F., Sun, n., Yan, W.P., Zhao, H.X., Tan, G.B., Fang, X.Q., Meng, X.M., Feng, Y.C. Effects of different grain size and amount of water retaining agent on yield and photosynthetic characteristics of maize. Journal of Maize Sciences 25(01)153-156 (2017). (in Chinese with English abstract).",
D652,104,"104.            Pan, Y.G., Qin, J.H., Wang, A.Q., Xiao, Z.W., Zhao, Y.C., Cheng, H.Y., Effects of different application rates of water retaining agent on soil water storage and economic benefits of seed corn. Seed Science & Technology 30(06)27-29 (2012). (in Chinese with English abstract).",
D652,105,"105.            Zhang, L.H., Yan, W.P., Tan, G.B., Zhao, H.X., Sun, N., Meng, X.M., Fang, X.Q., Bian, S.F. Effects of different depth of water- retaining agent applied on maize yield and water use efficiency of soil moisture. Journal of maize sciences 24(1)110-113 (2016). (in Chinese with English abstract).",
D652,106,"106.            Yang, G.L., Zhang, F., Xiao, X.P., Sun, Y.T. Research on the water- saving and production- increase mechanism of water- absorbent polymer for maize under different soil types. Hunan Agricultural Sciences (06)54-58 (2007). (in Chinese with English abstract).",
D652,107,"107.            Li, H.J., Liu, E.K., Zhang, D.M., Han, Y.L. Effect of absorbent polymer on yield performance and yield in dry land maize. Journal of Shanxi Agricultural Sciences 39(08)812-813+819 (2011). (in Chinese with English abstract).",
D652,108,"108.            Zhao, M., Gao, H.D., Cui, Y.H. Effect of water absorbent on growth, development and yield of maize. Journal of Maize Sciences 14(6)125-126 (2006). (in Chinese with English abstract).",
D652,109,"109.            Liu, X.S., Gao, F.W., Zhao, F.M., Luo, S.G. Effect of water retaining agent on Yield Characters and yield of Maize. Journal of Northeast Agricultural University 37(02)151-154 (2006). (in Chinese with English abstract).",
D652,110,"110.            Liu, L., Sun, D.B., Wang, Q.S. Effects of different water-retention agents on yield and growth of dryland spring maize. Agricultural research in the arid areas 38(03)262-268 (2020). (in Chinese with English abstract).",
D652,111,"111.            Chen, J. Water retention capacity of water-retaining agent of biochar and the effect of its application on maize growth. Nanjing agricultural university 2013. Dissertation for the master degree. (in Chinese with English abstract).",
D652,112,"112.            Du, S.N., Geng, G.J., Yu, J., Zhang, P.Q., Bai, G.S. Effects of super absorbent applied by different methods on soil moisture, soil temperature and maize growth. Bulletin of soil and water conservation 32(05)270-276 (2012). (in Chinese with English abstract).",
D652,113,"113.            Huang, Z.B., Zhang, G.Z., Li, Y.Y., Hao, M.D., Meni BEN-HUR., Deli Chen. Determination of properties of water retaining agent and its application in agriculture. Transactions of the CSAE (01)22-26+13-12 (2002). (in Chinese with English abstract).",
D652,114,"114.            Wang, B. Study on the preparation and application of agricultural superabsorbent polymer at sand -infertile farmland in the Songnen Plain. Jilin University 2008. Dissertation for the master degree. (in Chinese with English abstract).",
D652,115,"115.            Liu, X.S., Ye, C., Huang, Q.R., Yu, X.C., Xiao, G.B. Effects of rice straw mulching and super absorbent polymer application on growth and yield of autumn waxy corn in hilly red soil upland. Acta agriculturae Jiangxi 23(09)109-111 (2011). (in Chinese with English abstract).",
D652,116,"116.            Wang, Y., Wei, C.C., Yang, P.L., Liao, R.K., Wei, R., Yang, F.R. Effects of super absorbent polymer and nitrogen-phosphorus fertilizers on growth of rain-fed maize. Journal of drainage and irrigation machinery engineering 36(09)903-908 (2018). (in Chinese with English abstract).",
D652,117,"117.            Chen, J., Chen, J.H., Lin, C. Preliminary report on the application of different amounts of agricultural water retaining agent on corn in Hilly Area. Shanghai Agricultural Science and Technology (01)62 (2016). (in Chinese with English abstract).",
D652,118,"118.            Song, Y.L., Jin, Z.H., Huang, Y.X. Effect of interaction of super absorbent polymer and urea on corn growth. Liaoning agricultural sciences (03)16-21 (2010). (in Chinese with English abstract).",
D652,119,"119.             Niu, Y.H., Li, Z.J., Hao, M.D. Effects of application of water-holding agent on arid areas in loess plateau. Research of soil and water conservation (03)11-12 (2007). (in Chinese with English abstract).",
