Column1,ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_new,latitude_new,country_new,falls_on_land,crop_type_grouped_small,crop_type_grouped_big
2642,A288,8275,9,3,Besson et al.,DOK-Versuch: vergleichende Langzeituntersuchungen in den drei Anbausystemen biologisch-dynamisch organisch-biologisch und konventionell. II. Ertrag der Kulturen: Weisskohl 1. Fruchtfolgeperiode,1993,,7.55,47.5,,Switzerland,3,3,Vegetables,treat organic vs contr conventional,546.6667,451.3333,131.0013,140.8344,Mg/ha,,,,,-0.191633202,0.051598371,,7.55,47.5,Switzerland,TRUE,Vegetables,Vegetables
2643,A288,8276,9,4,Besson et al.,DOK-Versuch: vergleichende Langzeituntersuchungen in den drei Anbausystemen biologisch-dynamisch organisch-biologisch und konventionell. II. Ertrag der Kulturen: Weisskohl 1. Fruchtfolgeperiode,1993,,7.55,47.5,,Switzerland,3,3,Vegetables,treat organic vs contr conventional,546.6667,426.3333,131.0013,143.0396,Mg/ha,,,,,-0.248617858,0.056664476,,7.55,47.5,Switzerland,TRUE,Vegetables,Vegetables
2648,A288,8413,88,1,Raupp,Entwicklung des Kornertrages und der Ertragskomponenten von Winterroggen in einem Langzeit-Duengungsversuch,1999,,8.65,49.87,,Germany,5,5,Cereals,treat organic vs contr conventional,37.868,29.448,5.501183509,7.050114893,Mg/ha,,,,,-0.251480432,0.015684156,,8.65,49.87,Germany,TRUE,Grains,Grains
2649,A288,8414,88,2,Raupp,Entwicklung des Kornertrages und der Ertragskomponenten von Winterroggen in einem Langzeit-Duengungsversuch,1999,,8.65,49.87,,Germany,5,5,Cereals,treat organic vs contr conventional,37.868,27.748,5.501183509,5.470920398,Mg/ha,,,,,-0.310942663,0.011995594,,8.65,49.87,Germany,TRUE,Grains,Grains
2622,A288,8014,65,1,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,10283.57,7088.88,265.21,1261.34,Mg/ha,,,,,-0.372020117,0.010774992,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2623,A288,8015,65,2,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,12415.26,10365.08,39.32,525.96,Mg/ha,,,,,-0.180483897,0.000861643,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2624,A288,8016,65,3,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,11412.97,4848.63,459.23,1167.03,Mg/ha,,,,,-0.856054237,0.019850684,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2625,A288,8017,65,4,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,8989.91,6543.06,407.69,667.97,Mg/ha,,,,,-0.317697891,0.004159541,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2626,A288,8018,65,5,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,11482.13,6684.49,290.07,819.92,Mg/ha,,,,,-0.541001996,0.005227899,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2627,A288,8019,65,6,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,11622.46,7135.39,650.6,426.9,Mg/ha,,,,,-0.487872523,0.002237657,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2628,A288,8031,65,1,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,25.49,26.66,6.15,4.79,Mg/ha,,,,,0.044878096,0.030164339,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2629,A288,8032,65,2,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,35.32,31.32,2.59,2.3,Mg/ha,,,,,-0.120192505,0.003589999,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2630,A288,8033,65,3,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,27.9,32.43,2.26,6.99,Mg/ha,,,,,0.150457231,0.017673192,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2631,A288,8034,65,4,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,35.29,29.58,1.14,3.08,Mg/ha,,,,,-0.17650118,0.003961809,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2632,A288,8035,65,5,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,36.3,30.76,3.64,7.1,Mg/ha,,,,,-0.165602597,0.021110899,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2633,A288,8036,65,6,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,35.89,35.82,3.58,4.44,Mg/ha,,,,,-0.001952309,0.008438093,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2634,A288,8037,65,7,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,34.16,28.64,3.84,4.16,Mg/ha,,,,,-0.176251027,0.011244822,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2635,A288,8038,65,8,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,32.56,33.02,3.62,4.31,Mg/ha,,,,,0.014028897,0.009799379,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2636,A288,8039,65,9,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,7502.59,5276.74,69.16,278.2,Mg/ha,,,,,-0.351939811,0.000954859,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2637,A288,8040,65,10,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,5093.07,4149.1,329.2,423.77,Mg/ha,,,,,-0.204989349,0.004869854,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2638,A288,8041,65,11,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,10.6,31.14,4.42,5.11,Mg/ha,,,,,1.077639165,0.066933765,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2639,A288,8042,65,12,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,26.27,29.24,1.62,2.57,Mg/ha,,,,,0.107110031,0.003842696,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2652,A288,8712,65,1,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,8452.65,5717.15,662.17,165.69,Mg/ha,,,,,-0.391009572,0.002325623,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2653,A288,8713,65,2,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,12440.77,4929.54,518.78,908.52,Mg/ha,,,,,-0.925733305,0.011901937,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2654,A288,8714,65,3,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,12889.21,6754.4,601.18,794.31,Mg/ha,,,,,-0.646196383,0.005334996,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2658,A288,8875,65,1,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,10866.01,1853.74,821.41,483.89,Mg/ha,,,,,-1.768434348,0.024617835,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2659,A288,8876,65,2,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Cereals,treat organic vs contr conventional,11678.86,6730.87,622.47,757.86,Mg/ha,,,,,-0.551075963,0.005172775,,-121.78,38.53,United States of America,TRUE,Grains,Grains
2660,A288,8877,65,3,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,33.99,26.46,1.66,1.91,Mg/ha,,,,,-0.250432205,0.002531911,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2661,A288,8878,65,4,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,34.02,30.86,3.37,8.14,Mg/ha,,,,,-0.09748774,0.026462787,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2662,A288,8879,65,5,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,37.25,32.92,3.65,4.91,Mg/ha,,,,,-0.123571569,0.010615643,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2663,A288,8880,65,6,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,27.74,27.64,2.9,5.25,Mg/ha,,,,,-0.003611416,0.015669024,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2664,A288,8881,65,7,LTRAS UC Davis,Russell Ranch Sustainable Agriculture Facility,unpublished,,-121.78,38.53,,USA,3,3,Fruit,treat organic vs contr conventional,20.28,25.96,3.13,1.91,Mg/ha,,,,,0.246921713,0.009744615,,-121.78,38.53,United States of America,TRUE,Fruits,Fruits
2612,D1120,5027,NA,NA,,,2007,2002,-83.42,33.88,Watkinsville,USA,4,4,,control conventional tillage-treatm no tillage,6430,8630,NA,NA,kg/ha,,,,,NA,NA,Franzluebbers. A. J. & Stuedemann. J. A. Crop and cattle responses to tillage systems for integrated crop���livestock production in the Southern Piedmont. USA. Renew Agr Food Syst 22. 168 (200,-83.42,33.88,United States of America,TRUE,,
2613,D1120,5028,NA,NA,,,2007,2002,-83.42,33.88,Watkinsville,USA,4,4,,control conventional tillage-treatm no tillage,7460,8630,NA,NA,kg/ha,,,,,NA,NA,Franzluebbers. A. J. & Stuedemann. J. A. Crop and cattle responses to tillage systems for integrated crop���livestock production in the Southern Piedmont. USA. Renew Agr Food Syst 22. 168 (200,-83.42,33.88,United States of America,TRUE,,
2614,D309,7168,197,1,Yuan  et al. (2011a),,2011,,112.160459,30.356045,Hubei,China,1,1,Rice,Slow-release fertilizer,9140,9840,NA,NA,kg/hm-2,,,,,NA,NA,,112.160459,30.356045,China,TRUE,Grains,Grains
2615,D309,7169,197,2,Yuan  et al. (2011a),,2011,,111.8743,26.7632,Hunan,China,1,1,Rice,Slow-release fertilizer,4167,4754,NA,NA,kg/hm-2,,,,,NA,NA,,111.8743,26.7632,China,TRUE,Grains,Grains
2616,D309,7170,197,3,Yuan  et al. (2011a),,2011,,111.8743,26.7632,Hunan,China,1,1,Rice,Slow-release fertilizer,5106,5194,NA,NA,kg/hm-2,,,,,NA,NA,,111.8743,26.7632,China,TRUE,Grains,Grains
2617,D309,7171,198,1,Yuan  et al. (2011b),,2011,,112.8561115,27.23330554,Hunan,China,1,1,Rice,Slow-release fertilizer,5859,6834,NA,NA,kg/hm-2,,,,,NA,NA,,112.8561115,27.23330554,China,TRUE,Grains,Grains
33,D331,33,6,1,,Alleviating global warming potential by soil carbon sequestration: A multi-level straw incorporation experiment from a maize cropping system in Northeast China,2017,,123°23′,41°32′,,China,3,3,Maize,Straw return,9790,11841,109.116,637.376,kg/ha,,,,,NA,NA,,123.3833333,41.53333333,China,TRUE,Grains,Grains
407,D331,409,108,1,,An in situ study of inorganic nitrogen flow under different fertilization treatments on a wheat–maize rotation system surrounding Nansi Lake China,2013,,117°08′56″,34°46′58″,,China,3,3,Maize,Straw return,9813.5,10038.6,630.2,1665.6,kg/ha,,,,,NA,NA,,117.1488889,34.78277778,China,TRUE,Grains,Grains
967,D331,1028,297,1,,Analysis of economic and environmental benefits of rice with the application of rapeseed straw and chemical Fertilizer ,2021,,117°41′37″,31°39′37″,,China,3,3,Rice,Straw return,7829.47,8069.59,131.82252,348.11468,kg/ha,,,,,NA,NA,,117.6936111,31.66027778,China,TRUE,Grains,Grains
968,D331,1029,297,2,,Analysis of economic and environmental benefits of rice with the application of rapeseed straw and chemical Fertilizer ,2021,,117°41′37″,31°39′37″,,China,3,3,Rice,Straw return,10692.01,10935.47,393.56236,913.66464,kg/ha,,,,,NA,NA,,117.6936111,31.66027778,China,TRUE,Grains,Grains
570,D331,572,146,1,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Maize,Straw return,7059.38,7593.75,705.938,759.375,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
571,D331,573,146,2,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Maize,Straw return,6440.63,7171.88,644.063,717.188,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
572,D331,574,146,3,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Maize,Straw return,6525,7171.88,652.5,717.188,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
573,D331,575,146,4,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Maize,Straw return,5287.5,5653.13,528.75,565.313,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
574,D331,576,146,5,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Maize,Straw return,4471.88,4471.88,447.188,447.188,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
575,D331,577,146,6,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Wheat,Straw return,3803.68,3533.74,380.368,353.374,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
576,D331,578,146,7,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Wheat,Straw return,5079.75,5300.61,507.975,530.061,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
577,D331,579,146,8,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Wheat,Straw return,5619.63,6110.43,561.963,611.043,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
578,D331,580,146,9,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Wheat,Straw return,5447.85,5668.71,544.785,566.871,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
579,D331,581,146,10,,Analysis of nitrogen use characteristics under annual straw returning mode of wheat and maize,2020,,120°21′22.21″,36°17′57.94″,,China,4,4,Wheat,Straw return,4073.62,4883.44,407.362,488.344,kg/ha,,,,,NA,NA,,120.3561694,36.29942778,China,TRUE,Grains,Grains
699,D331,715,200,1,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,6825.77,8334.76,648.15,86.39,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
700,D331,716,200,2,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,7381.26,9322.41,691.36,302.47,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
701,D331,717,200,3,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,8874.3,10223.6,388.89,605,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
702,D331,718,200,4,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,8103.51,10174.3,820.99,43.2,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
703,D331,719,200,5,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,8097.37,9606.36,777.78,216.05,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
704,D331,720,200,6,,Analysis of yield and economic benefit of straw incorporation under rice-wheat double cropping system,2020,,120°38′,31°33′,,China,3,3,Rice,Straw return,8004.71,9816.24,820.99,86.42,kg/ha,,,,,NA,NA,,120.6333333,31.55,China,TRUE,Grains,Grains
1129,D331,1229,365,1,,Annual CH4 and N2O emissions from double rice cropping systems under various fertilizer regimes in Hunan Province China,2011,,113°12′16″,28°08′19″,,China,3,3,Rice,Straw return,7083,7058,708.3,705.8,kg/ha,,,,,NA,NA,,113.2044444,28.13861111,China,TRUE,Grains,Grains
1130,D331,1230,365,2,,Annual CH4 and N2O emissions from double rice cropping systems under various fertilizer regimes in Hunan Province China,2011,,113°12′16″,28°08′19″,,China,3,3,Rice,Straw return,7641,7650,764.1,765,kg/ha,,,,,NA,NA,,113.2044444,28.13861111,China,TRUE,Grains,Grains
1015,D331,1107,329,1,,Biochar amendment pyrolysed with rice straw increases rice production and mitigates methane emission over successive three years,2020,,119°51′,30°22′,,China,3,3,Rice,Straw return,10304.8,11117.6,213.9,128.4,kg/ha,,,,,NA,NA,,119.85,30.36666667,China,TRUE,Grains,Grains
1016,D331,1108,329,2,,Biochar amendment pyrolysed with rice straw increases rice production and mitigates methane emission over successive three years,2020,,119°51′,30°22′,,China,3,3,Rice,Straw return,10754,10925.1,385,470.6,kg/ha,,,,,NA,NA,,119.85,30.36666667,China,TRUE,Grains,Grains
1017,D331,1109,329,3,,Biochar amendment pyrolysed with rice straw increases rice production and mitigates methane emission over successive three years,2020,,119°51′,30°22′,,China,3,3,Rice,Straw return,10411.8,11352.9,663.1,320.9,kg/ha,,,,,NA,NA,,119.85,30.36666667,China,TRUE,Grains,Grains
618,D331,620,161,1,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Maize,Straw return,5128.3,7179.53,512.83,717.953,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
619,D331,621,161,2,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Maize,Straw return,7179.5,8547,717.95,854.7,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
620,D331,622,161,3,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Wheat,Straw return,4800,6400,480,640,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
621,D331,623,161,4,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Wheat,Straw return,8000,7600,800,760,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
622,D331,624,161,5,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Maize,Straw return,5470.09,7521.37,547.009,752.137,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
623,D331,625,161,6,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Wheat,Straw return,6800,7600,680,760,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
624,D331,626,161,7,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Maize,Straw return,5811.9,9230.7,581.19,923.07,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
625,D331,627,161,8,,Carbon footprint of a winter wheat-summer maize cropping system under straw and plastic film mulching in the Loess Plateau of China,2021,,108°24′,34°20′,,China,3,3,Wheat,Straw return,5200,6000,520,600,kg/ha,,,,,NA,NA,,108.4,34.33333333,China,TRUE,Grains,Grains
